isin_prefix,company_name,nsdl_issuer,match_method,score
INE246R,NIIF Infrastructure Finance Limited,NIIF INFRASTRUCTURE FINANCE LIMITED,exact,100.0
INE248U,360 One Prime Limited,360 ONE PRIME LIMITED,exact,100.0
INE252Q,Delhi MSW Solutions Limited,DELHI MSW SOLUTIONS LIMITED,exact,100.0
INE252W,Thriveni Sainik Mining Private Limited,THRIVENI SAINIK MINING PRIVATE LIMITED,exact,100.0
INE254P,Millenium Synergy (Gujrat) Private Limited,MILLENIUM SYNERGY (GUJRAT) PVT LTD,exact,100.0
INE257H,BVG India Limited,BVG INDIA LIMITED,exact,100.0
INE257Y,Total Environment Constructions Private Limited,TOTAL ENVIRONMENT CONSTRUCTIONS PRIVATE LIMITED,exact,100.0
INE258L,Athaang Dichpally Tollway Private Limited,ATHAANG DICHPALLY TOLLWAY PRIVATE LIMITED,exact,100.0
INE261F,National Bank for Agriculture and Rural Development,NATIONAL BANK FOR AGRICULTURE AND RURAL DEVELOPMENT,exact,100.0
INE263M,Keystone Realtors Limited,KEYSTONE REALTORS LIMITED,exact,100.0
INE264K,Arliga Galleria (India) Private Limited,ARLIGA GALLERIA (INDIA) PRIVATE LIMITED,exact,100.0
INE265J,JM Financial Asset Reconstruction Company Limited,JM FINANCIAL ASSET RECONSTRUCTION COMPANY LIMITED,exact,100.0
INE269O,ReNew Wind Energy (Jath) Limited,RENEW WIND ENERGY (JATH) LIMITED,exact,100.0
INE26EI,Visharada Grihanirman Private Limited,VISHARADA GRIHANIRMAN PRIVATE LIMITED,exact,100.0
INE274T,Vena Energy KN Wind Power Private Limited,VENA ENERGY KN WIND POWER PRIVATE LIMITED,exact,100.0
INE27ZL,PURVALAND PRIVATE LIMITED,PURVALAND PRIVATE LIMITED,exact,100.0
INE281B,Lloyds Metals and Energy Limited,LLOYDS METALS AND ENERGY LIMITED,exact,100.0
INE282Z,Kals Beverages Private Limited,KALS BEVERAGES PRIVATE LIMITED,exact,100.0
INE285J,SIS Limited,SIS LIMITED,exact,100.0
INE289B,GIC Housing Finance Limited,GIC HOUSING FINANCE LIMITED,exact,100.0
INE294A,Ballarpur Industries Limited,BALLARPUR INDUSTRIES LIMITED,exact,100.0
INE295J,The Tata Power Company Limited,THE TATA POWER COMPANY LIMITED,exact,100.0
INE296A,Bajaj Finance Limited,BAJAJ FINANCE LIMITED,exact,100.0
INE296G,Muthoot Capital Services Limited,MUTHOOT CAPITAL SERVICES LIMITED,exact,100.0
INE296H,Emkay Global Financial Services Limited,EMKAY GLOBAL FINANCIAL SERVICES LIMITED,exact,100.0
INE296Q,Moneyboxx Finance Limited,MONEYBOXX FINANCE LIMITED,exact,100.0
INE298P,Aftaab Solar Private Limited,AFTAAB SOLAR PRIVATE LIMITED,exact,100.0
INE299V,Winsol Solar Fields (Polepally) Private Limited,WINSOL SOLAR FIELDS (POLEPALLY) PRIVATE LIMITED,exact,100.0
INE29PK,Emerald Haven Properties Private Limited,EMERALD HAVEN PROPERTIES PRIVATE LIMITED,exact,100.0
INE2AGL,VALLAM (PHASE I) LOGISTICS PARK PRIVATE LIMITED,VALLAM (PHASE I) LOGISTICS PARK PRIVATE LIMITED,exact,100.0
INE2BHF,Aegis Customer Support Services Private Limited,AEGIS CUSTOMER SUPPORT SERVICES PRIVATE LIMITED,exact,100.0
INE2CZO,Purelearn Eduinfra Chennai Private Limited,PURELEARN EDUINFRA CHENNAI PRIVATE LIMITED,exact,100.0
INE2DLA,NJT Finance Private Limited,NJT FINANCE PRIVATE LIMITED,exact,100.0
INE2EGM,Municipal Corporation of Bhavnagar,BHAVNAGAR MUNICIPAL CORPORATION,fuzzy,100.0
INE2GLH,ARUGN TECHNOLOGIES PRIVATE LIMITED,ARUGN TECHNOLOGIES PRIVATE LIMITED,exact,100.0
INE2H9D,Reddy Veeranna Constructions Private Limited,REDDY VEERANNA CONSTRUCTIONS PRIVATE LIMITED,exact,100.0
INE2HGT,Mrinalini Biri Manufacturing Co. Private Limited,MRINALINI BIRI MANUFACTURING CO. PRIVATE LIMITED,exact,100.0
INE2HHK,Surana Technologies Private Limited,SURANA TECHNOLOGIES PRIVATE LIMITED,exact,100.0
INE2I46,TRIUMPH COMPOSITES PRIVATE LIMITED,TRIUMPH COMPOSITES PRIVATE LIMITED,exact,100.0
INE2ICC,R A K CERAMICS INDIA PRIVATE LIMITED,R.A.K.CERAMICS INDIA PRIVATE LIMITED,exact,100.0
INE2JMD,Jindal Jhajjar Power Limited,JINDAL JHAJJAR POWER LIMITED,exact,100.0
INE2LQA,Saarathi Finance and Credit Private Limited,SAARATHI FINANCE AND CREDIT PRIVATE LIMITED,exact,100.0
INE2MRV,Jeanuvs Private Limited,JEANUVS PRIVATE LIMITED,exact,100.0
INE2O7M,Coimbatore City Municipal Corporation,COIMBATORE CITY MUNICIPAL CORPORATION,exact,100.0
INE2OSN,TIRUCHIRAPPALLI CITY MUNICIPAL CORPORATION,TIRUCHIRAPPALLI CITY MUNICIPAL CORPORATION,exact,100.0
INE2OVL,Hyra Energy Private Limited,HYRA ENERGY PRIVATE LIMITED,exact,100.0
INE2QI8,JSW Kalinga Steel Limited,JSW KALINGA STEEL LIMITED,exact,100.0
INE2QI9,JSW Sambalpur Steel Limited,JSW SAMBALPUR STEEL LIMITED,exact,100.0
INE2RUR,KND Engineering Technologies Limited,KND ENGINEERING TECHNOLOGIES LTD,exact,100.0
INE2U23,Cosmos Engitech Private Limited,COSMOS ENGITECH PRIVATE LIMITED,exact,100.0
INE2UHF,Master Capital Services Ltd,MASTER CAPITAL SERVICES LIMITED,exact,100.0
INE2UQD,Aaravalli Logistics Park Private Limited,AARAVALLI LOGISTICS PARK PRIVATE LIMITED,exact,100.0
INE300V,Hindupur Solar Park Private Limited,HINDUPUR SOLAR PARK PRIVATE LIMITED,exact,100.0
INE301A,Raymond Lifestyle Limited,RAYMOND LIFESTYLE LIMITED,exact,100.0
INE302E,Sakthi Finance Limited,SAKTHI FINANCE LIMITED,exact,100.0
INE303K,Kakinada SEZ Limited,KAKINADA SEZ LIMITED,exact,100.0
INE304X,Haridwar Solar Projects Private Limited,HARIDWAR SOLAR PROJECTS PRIVATE LIMITED,exact,100.0
INE305A,Tourism Finance Corporation of India Limited,TOURISM FINANCE CORPORATION OF INDIA LIMITED,exact,100.0
INE305P,Shivalakha Solar Energy Private Limited,SHIVALAKHA SOLAR ENERGY PRIVATE LIMITED,exact,100.0
INE305Q,Satpura Transco Private Limited,SATPURA TRANSCO PRIVATE LIMITED,exact,100.0
INE306N,Tata Capital Limited,TATA CAPITAL LIMITED,exact,100.0
INE310L,IOT Utkal Energy Services Limited,IOT UTKAL ENERGY SERVICES LIMITED,exact,100.0
INE312Y,Indospace Walajabad II Private Limited,INDOSPACE WALAJABAD II PRIVATE LIMITED,exact,100.0
INE314X,Bhagwanpur Solar Projects Private Limited,BHAGWANPUR SOLAR PROJECTS PRIVATE LIMITED,exact,100.0
INE315X,Bindookhadak Solar Projects Private Limited,BINDOOKHADAK SOLAR PROJECTS PRIVATE LIMITED,exact,100.0
INE316Z,Godrej Seeds and Genetics Limited,GODREJ SEEDS & GENETICS LIMITED,exact,100.0
INE320T,Medall Healthcare Private Limited,MEDALL HEALTHCARE PRIVATE LIMITED,exact,100.0
INE322J,Bharat Petroleum Corporation Limited,BHARAT PETROLEUM CORPORATION LIMITED,exact,100.0
INE322L,VR Malwa Private Limited (Formerly Hamir Real Estate Private Limited),VR MALWA PRIVATE LIMITED,exact,100.0
INE323I,Puravankara Limited,PURAVANKARA LIMITED,exact,100.0
INE325U,Bakeri Urban Development Private Limited,BAKERI URBAN DEVELOPMENT PRIVATE LIMITED,exact,100.0
INE331A,The Ramco Cements Limited,THE RAMCO CEMENTS LIMITED,exact,100.0
INE336K,Apraava Renewable Energy Private  Limited(Formerly CLP Wind Farms (India) Private Limited),APRAAVA RENEWABLE ENERGY PRIVATE LIMITED,exact,100.0
INE337U,TALETTUTAYI SOLAR PROJECTS SIX PRIVATE LIMITED,TALETTUTAYI SOLAR PROJECTS SIX PRIVATE LIMITED,exact,100.0
INE338A,Thirumalai Chemicals Limited,THIRUMALAI CHEMICALS LIMITED,exact,100.0
INE338I,Motilal Oswal Financial Services Limited,MOTILAL OSWAL FINANCIAL SERVICES LIMITED,exact,100.0
INE339L,PRESTIGE BKC REALTORS PRIVATE LIMITED,PRESTIGE (BKC) REALTORS PRIVATE LIMITED,exact,100.0
INE340A,Birla Corporation Limited,BIRLA CORPORATION LIMITED,exact,100.0
INE342T,Navi Finserv Limited (Formerly Navi Finserv Private Limited),NAVI FINSERV LIMITED,exact,100.0
INE348L,MAS Financial Services Limited,MAS FINANCIAL SERVICES LIMITED,exact,100.0
INE354H,Gujarat Road and Infrastructure Company Limited,GUJARAT ROAD AND INFRASTRUCTURE CO LTD,exact,100.0
INE354U,Danu Wind Parks Private Limited,DANU WIND PARKS PRIVATE LIMITED,exact,100.0
INE357L,Nomura Capital (India) Private Limited,NOMURA CAPITAL (INDIA) PVT. LTD.,exact,100.0
INE357S,Green Infra Corporate Solar Private Limited,GREEN INFRA CORPORATE SOLAR LTD.,exact,100.0
INE359I,Paliwal Real Estate Limited,PALIWAL REAL ESTATE LIMITED,exact,100.0
INE359M,Western MP Infrastructure & Toll Roads Private Limited,WESTERN M P INFRASTRUCTURE & TOLL ROADS PRIVATE LIMITED,exact,100.0
INE361W,Kharar Ludhiana Road Limited,KHARAR LUDHIANA ROAD LIMITED,exact,100.0
INE363O,Kamarajar Port Limited,KAMARAJAR PORT LIMITED,exact,100.0
INE365D,Ashiana Housing Limited,ASHIANA HOUSING LIMITED,exact,100.0
INE366T,Light Microfinance Private Limited,LIGHT MICROFINANCE PRIVATE LIMITED,exact,100.0
INE367Y,WheelsEMI Private Limited,WHEELSEMI PRIVATE LIMITED,exact,100.0
INE371K,Tata Realty and Infrastructure Limited,TATA REALTY AND INFRASTRUCTURE LIMITED,exact,100.0
INE371P,Amber Enterprises India Limited,AMBER ENTERPRISES INDIA LIMITED,exact,100.0
INE374I,Sai Wardha Power Generation Private Limited,SAI WARDHA POWER GENERATION PRIVATE LIMITED,exact,100.0
INE374X,Athena Jaipur Solar Power Private Limited(Formerly ACME Jaipur Solar Power Private Limited),ATHENA JAIPUR SOLAR POWER PRIVATE LIMITED,exact,100.0
INE376J,Visakha Container Terminal Pvt. Ltd.,VISAKHA CONTAINER TERMINAL PVT LTD,exact,100.0
INE377Y,Bajaj Housing Finance Limited,BAJAJ HOUSING FINANCE LIMITED,exact,100.0
INE380L,Thriveni Earthmovers and Infra Private Limited,THRIVENI EARTHMOVERS AND INFRA PRIVATE LIMITED,exact,100.0
INE381O,Mobility Solutions Limited,MOBILITY SOLUTIONS LIMITED,exact,100.0
INE381Y,IndiaFirst Life Insurance Company Limited,INDIAFIRST LIFE INSURANCE COMPANY LIMITED,exact,100.0
INE385W,Dishman Carbogen Amcis Limited,DISHMAN CARBOGEN AMCIS LIMITED,exact,100.0
INE387Z,Godrej Green Homes Private Limited,GODREJ GREEN HOMES PRIVATE LIMITED,exact,100.0
INE389T,Acme Jaisalmer Solar Power Private Limited,ACME JAISALMER SOLAR POWER PRIVATE LIMITED,exact,100.0
INE389Z,Profectus Capital Private Limited,PROFECTUS CAPITAL PRIVATE LIMITED,exact,100.0
INE390T,Dayanidhi Solar Power Private Limited,DAYANIDHI SOLAR POWER PRIVATE LIMITED,exact,100.0
INE391T,Niranjana Solar Energy Private Limited,NIRANJANA SOLAR ENERGY PRIVATE LIMITED,exact,100.0
INE391U,Mytrah Vayu (Tungabhadra) Private Limited,MYTRAH VAYU (TUNGABHADRA) PRIVATE LIMITED,exact,100.0
INE391V,Shrem Infra Invest Private Limited (Formerly Shrem Infra Structure Private Limited),SHREM INFRA INVEST PRIVATE LIMITED,exact,100.0
INE392T,Aarohi Solar Private Limited,AAROHI SOLAR PRIVATE LIMITED,exact,100.0
INE394T,Focal Photovoltaic India Pvt Ltd,FOCAL PHOTOVOLTAIC INDIA PVT LTD,exact,100.0
INE396J,Bharti Enterprises Limited,BHARTI ENTERPRISES LIMITED,exact,100.0
INE396N,Gmr Bajoli Holi Hydropower Private Limited,GMR BAJOLI HOLI HYDROPOWER PRIVATE LIMITED,exact,100.0
INE397J,Tellapur Technocity Private Limited,TELLAPUR TECHNOCITY PVT LTD,exact,100.0
INE398O,Responsive SUTIP Limited,RESPONSIVE SUTIP LIMITED,exact,100.0
INE399G,Ramkrishna Forgings Limited,RAMKRISHNA FORGINGS LTD,exact,100.0
INE401Y,Hinduja Housing Finance Limited,HINDUJA HOUSING FINANCE LIMITED,exact,100.0
INE403D,Bharti Telecom Limited,BHARTI TELECOM LIMITED,exact,100.0
INE403G,Standard Chartered Capital Limited,STANDARD CHARTERED CAPITAL LIMITED,exact,100.0
INE403Q,Kosamattam Finance Limited,KOSAMATTAM FINANCE LIMITED,exact,100.0
INE404K,Shapoorji Pallonji and Company Private Limited,SHAPOORJI PALLONJI AND COMPANY PRIVATE LIMITED,exact,100.0
INE405E,Uno Minda Limited,UNO MINDA LIMITED,exact,100.0
INE406M,ERIS Lifesciences Limited,ERIS LIFESCIENCES LIMITED,exact,100.0
INE409B,Swelect Energy Systems Limited,SWELECT ENERGY SYSTEMS LIMITED,exact,100.0
INE410J,Kotak Commodity Services Private Limited,KOTAK COMMODITY SERVICES PRIVATE LIMITED,exact,100.0
INE410P,Narayana Hrudayalaya Limited,NARAYANA HRUDAYALAYA LIMITED,exact,100.0
INE411H,R Systems International Limited,R SYSTEMS INTERNATIONAL LIMITED,exact,100.0
INE412L,Creamline Dairy Products Limited,CREAMLINE DAIRY PRODUCTS LIMITED,exact,100.0
INE412O,Chattel Constructions Private Limited,CHATTEL CONSTRUCTIONS PRIVATE LIMITED,exact,100.0
INE413U,IIFL Samasta Finance Limited,IIFL SAMASTA FINANCE LIMITED,exact,100.0
INE414G,Muthoot Finance Limited,MUTHOOT FINANCE LIMITED,exact,100.0
INE417C,Pilani Investment And Industries Corporation Limited,PILANI INVESTMENTS AND INDUSTRIES CORPORATION LIMITED,fuzzy,98.2
INE417V,Vismaya Infrastructure Private Limited,VISMAYA INFRASTRUCTURE PRIVATE LIMITED,exact,100.0
INE417W,Biorad Medisys Private Limited,BIORAD MEDISYS PRIVATE LIMITED,exact,100.0
INE419N,Crest Steel and Power Private Limited,CREST STEEL AND POWER PRIVATE LIMITED,exact,100.0
INE419O,Khandke Wind Energy Private Limited,KHANDKE WIND ENERGY PRIVATE LIMITED,exact,100.0
INE420T,Amplus Energy Solutions Private Limited,AMPLUS ENERGY SOLUTIONS PRIVATE LIMITED,exact,100.0
INE422O,IndoSpace Park Chakan 1C Private Limited (Erstwhile Indospace Rohan Industrial Park Khed Pvt. Ltd.),INDOSPACE PARK CHAKAN 1C PRIVATE LIMITED,exact,100.0
INE423A,Adani Enterprises Limited,ADANI ENTERPRISES LIMITED,exact,100.0
INE423G,Greater Visakhapatnam Municipal Corporation,GREATER VISAKHAPATNAM MUNICIPAL CORPORATION,exact,100.0
INE423O,IndoSpace Park Chakan 1D Pvt Ltd (erstwhile IndoSpace Rohan Industrial Park Mahalunge Pvt Ltd),INDOSPACE PARK CHAKAN 1D PRIVATE LIMITED,exact,100.0
INE423Y,SBFC Finance Limited,SBFC FINANCE LIMITED,exact,100.0
INE424O,IndoSpace Park Chakan 1A Private Limited (erstwhile IndoSpace Rohan Industrial Park Private Limited),INDOSPACE PARK CHAKAN 1A PRIVATE LIMITED,exact,100.0
INE425O,IndoSpace Park Chakan 1B Private Limited (Erstwhile Indospace Rohan Industrial Park Pune Pvt Ltd)),INDOSPACE PARK CHAKAN 1B PRIVATE LIMITED,exact,100.0
INE427F,Chalet Hotels Limited,CHALET HOTELS LIMITED,exact,100.0
INE428A,Indian Bank,INDIAN BANK,exact,100.0
INE429C,Sintex Industries Limited,SINTEX INDUSTRIES LIMITED,exact,100.0
INE432R,Truhome Finance limited (Formerly Shriram Housing Finance Limited),TRUHOME FINANCE LIMITED,exact,100.0
INE433L,Bengal Shriram Hitech City Private Limited,BENGAL SHRIRAM HITECH CITY PRIVATE LIMITED,exact,100.0
INE433M,IL&FS Tamil Nadu Power Company Limited,IL&FS TAMIL NADU POWER COMPANY LIMITED,exact,100.0
INE435D,MAC CHARLES (INDIA) LIMITED,MAC CHARLES (INDIA) LIMITED,exact,100.0
INE436Y,Sripathi Paper and Boards Private Limited,SRIPATHI PAPER AND BOARDS PRIVATE LIMITED,exact,100.0
INE438A,Apollo Tyres Ltd.,APOLLO TYRES LIMITED,exact,100.0
INE438W,IndoSpace SKCL Industrial Park Private Limited,INDOSPACE SKCL INDUSTRIAL PARK PRIVATE LIMITED,exact,100.0
INE439H,Cholamandalam MS General Insurance Company Limited,CHOLAMANDALAM MS GENERAL INSURANCE CO. LTD.,exact,100.0
INE440W,IndoSpace SKCL Industrial Park Oragadam Private Limited,INDOSPACE SKCL INDUSTRIAL PARK ORAGADAM PRIVATE LIMITED,exact,100.0
INE441Q,Solapur Yedeshi Tollway Limited,SOLAPUR YEDESHI TOLLWAY  LIMITED,exact,100.0
INE443K,ETC Agro Processing (India) Private Limited,ETC AGRO PROCESSING (INDIA) PRIVATE LIMITED,exact,100.0
INE443L,Belstar Microfinance Limited,BELSTAR MICROFINANCE LIMITED,exact,100.0
INE445P,Kashipur Sitarganj Highways Pvt Ltd,KASHIPUR SITARGANJ HIGHWAYS PRIVATE LIMITED,exact,100.0
INE446P,Salasar Highways Private Limited,SALASAR HIGHWAYS PRIVATE LIMITED,exact,100.0
INE446V,Alipurduar Transmission Limited,ALIPURDUAR TRANSMISSION LIMITED,exact,100.0
INE446X,Watsun Infrabuild Private Limited,WATSUN INFRABUILD PRIVATE LIMITED,exact,100.0
INE451H,Emaar India Limited,EMAAR INDIA LIMITED,exact,100.0
INE454T,Vishwatma Solar Energy Private Limited,VISHWATMA SOLAR ENERGY PRIVATE LIMITED,exact,100.0
INE455W,Avighna Solarfarms Limited,AVIGHNA SOLARFARMS LIMITED,exact,100.0
INE456T,Holisol Logistics Private Limited,HOLISOL LOGISTICS PRIVATE LIMITED,exact,100.0
INE457A,Bank of Maharashtra,BANK OF MAHARASHTRA,exact,100.0
INE459N,Manipal Health Enterprises Private Limited,MANIPAL HEALTH ENTERPRISES LIMITED,exact,100.0
INE459T,Vastu Housing Finance Corporation Limited,VASTU HOUSING FINANCE CORPORATION LIMITED,exact,100.0
INE460K,RJ Corp Limited,RJ CORP LIMITED,exact,100.0
INE461R,Yedeshi Aurangabad Tollway Limited,YEDESHI AURANGABAD TOLLWAY  LIMITED,exact,100.0
INE464X,Indospace Industrial Park Badli Private Limited,INDOSPACE INDUSTRIAL PARK BADLI PRIVATE LIMITED,exact,100.0
INE465A,Bharat Forge Limited,BHARAT FORGE LIMITED,exact,100.0
INE465N,Essel Lucknow Raebareli Toll Roads Limited,ESSEL LUCKNOW RAEBARELI TOLL ROADS LIMITED,exact,100.0
INE465O,Tadas Wind Energy Private Limited,TADAS WIND ENERGY PRIVATE LIMITED,exact,100.0
INE467V,House of Kieraya Limited,HOUSE OF KIERAYA LIMITED,exact,100.0
INE468N,Ecap Equities Limited (Erstwhile Edel Land Limited),ECAP EQUITIES LIMITED,exact,100.0
INE468V,Blacksoil Capital Private Limited,BLACKSOIL CAPITAL PRIVATE LIMITED,exact,100.0
INE473Y,Sparkle Terminal and Towage Services Limited,SPARKLE TERMINAL & TOWAGE SERVICES PRIVATE LIMITED,exact,100.0
INE475B,Hikal Limited,HIKAL LIMITED,exact,100.0
INE475Y,ABT Industries Limited,ABT INDUSTRIES LIMITED,exact,100.0
INE476A,Canara Bank,CANARA BANK,exact,100.0
INE476M,L&T Finance Limited (formerly L&T Finance Holdings Limited),L&T FINANCE LIMITED,exact,100.0
INE477A,Can Fin Homes Limited,CAN FIN HOMES LIMITED,exact,100.0
INE477L,IIFL Home Finance Limited,IIFL HOME FINANCE LIMITED,exact,100.0
INE477Z,Greater Hyderabad Municipal Corporation,GREATER HYDERABAD MUNICIPAL CORPORATION,exact,100.0
INE481G,UltraTech Cement Limited,ULTRATECH CEMENT LIMITED,exact,100.0
INE481N,Home First Finance Company India Limited,HOME FIRST FINANCE COMPANY INDIA LIMITED,exact,100.0
INE482A,CEAT Limited,CEAT LIMITED,exact,100.0
INE483A,Central Bank of India,CENTRAL BANK OF INDIA,exact,100.0
INE483Z,Kohima-Mariani Transmission Limited,KOHIMA-MARIANI TRANSMISSION LIMITED,exact,100.0
INE484J,Godrej Properties Limited,GODREJ PROPERTIES LIMITED,exact,100.0
INE485H,Arliga Ecoworld Infrastructure Private Ltd (erstwhile RMZ Ecoworld Infrastructure Pvt Ltd),ARLIGA ECOWORLD INFRASTRUCTURE PRIVATE LIMITED,exact,100.0
INE486A,CESC Limited,CESC LIMITED,exact,100.0
INE487H,Millennia Realtors Private Limited,MILLENNIA REALTORS PRIVATE LIMITED,exact,100.0
INE488I,Bhoruka Power Corporation Ltd,BHORUKA POWER CORPORATION LTD,exact,100.0
INE489T,Dayakara Solar Power Private Limited,DAYAKARA SOLAR POWER PRIVATE LIMITED,exact,100.0
INE490T,Grahati Solar Energy Private Limited,GRAHATI SOLAR ENERGY PRIVATE LIMITED,exact,100.0
INE491R,DJ Energy Private Limited,DJ ENERGY PRIVATE LIMITED,exact,100.0
INE491T,MIHIT SOLAR POWER PRIVATE LIMITED,MIHIT SOLAR POWER PRIVATE LIMITED,exact,100.0
INE491W,CapFloat Financial Services Private limited,CAPFLOAT FINANCIAL SERVICES PRIVATE LIMITED,exact,100.0
INE492R,Uttar Urja Projects Private Limited,UTTAR URJA PROJECTS PRIVATE LIMITED,exact,100.0
INE493F,Tata Power Delhi Distribution Limited,TATA POWER DELHI DISTRIBUTION LIMITED,exact,100.0
INE494B,TVS Motor Company Limited,TVS MOTOR COMPANY LIMITED,exact,100.0
INE498L,L&T Finance Limited (formerly L&T Finance Holdings Limited),L&T FINANCE LIMITED,exact,100.0
INE499A,DCM Shriram Limited,DCM SHRIRAM LIMITED,exact,100.0
INE499S,Royal Sundaram General Insurance Co. Limited,ROYAL SUNDARAM GENERAL INSURANCE CO. LIMITED,exact,100.0
INE500T,Acme Solar Rooftop Systems Private Limited,ACME SOLAR ROOFTOP SYSTEMS PRIVATE LIMITED,exact,100.0
INE501X,Aye Finance Limited (erstwhile Aye Finance (P) Ltd.),AYE FINANCE LIMITED,exact,100.0
INE503A,DCB Bank Limited,DCB BANK LIMITED,exact,100.0
INE503P,Edelcap Securities Limited,EDELCAP SECURITIES LIMITED,exact,100.0
INE503V,Star Union Dai-ichi Life Insurance Company Limited,STAR UNION DAI-ICHI LIFE INSURANCE COMPANY LIMITED,exact,100.0
INE504H,Anand Rathi Financial Services Limited,ANAND RATHI FINANCIAL SERVICES LTD.,exact,100.0
INE504W,Udaipur Tollway Limited (Formerly Udaipur Tollway Private Limited),UDAIPUR TOLLWAY LIMITED,exact,100.0
INE504Y,Vinplex India Private Limited,VINPLEX INDIA PRIVATE LIMITED,exact,100.0
INE507T,Summit Digitel Infrastructure Limited,SUMMIT DIGITEL INFRASTRUCTURE LIMITED,exact,100.0
INE508P,Vishal Papertech India Ltd,VISHAL PAPERTECH (INDIA) LIMITED,exact,100.0
INE511C,Poonawalla Fincorp Limited,POONAWALLA FINCORP LIMITED,exact,100.0
INE511N,Axis MAX Life Insurance Limited,AXIS MAX LIFE INSURANCE LIMITED,exact,100.0
INE512O,Thomsun Realtors Pvt Ltd,THOMSUN REALTORS PRIVATE LIMITED,exact,100.0
INE512P,Solitaire Industrial Infrastructure Private Limited,SOLITAIRE INDUSTRIAL INFRASTRUCTURE PVT. LTD.,exact,100.0
INE512S,Chhattisgarh State Power Distribution Company Limited,CHHATTISGARH STATE POWER DISTRIBUTION COMPANY LIMITED,exact,100.0
INE513P,Kindle Engineering and Construction Private Limited,KINDLE ENGINEERING AND CONSTRUCTION PVT LTD.,exact,100.0
INE514E,Export-Import Bank Of India,EXPORT IMPORT BANK OF INDIA,exact,100.0
INE514P,Deligentia Energy And Infrastructures Private Limited,DELIGENTIA ENERGY AND INFRASTRUCTURES PRIVATE LIMITED,exact,100.0
INE514Q,Pahal Financial Services Pvt. Ltd.,PAHAL FINANCIAL SERVICES PRIVATE LIMITED,exact,100.0
INE515Q,Annapurna Finance Private Limited,ANNAPURNA FINANCE PRIVATE LIMITED,exact,100.0
INE516Y,Piramal Finance Limited (formerly Piramal Capital & Housing Finance Limited),PIRAMAL FINANCE LIMITED,exact,100.0
INE519Q,AU Small Finance Bank Limited,AU SMALL FINANCE BANK LIMITED,exact,100.0
INE521Y,Mahindra Industrial Park Private Limited,MAHINDRA INDUSTRIAL PARK PRIVATE LIMITED,exact,100.0
INE522D,Manappuram Finance Limited,MANAPPURAM FINANCE LIMITED,exact,100.0
INE523H,JM Financial Products Limited,JM FINANCIAL PRODUCTS LIMITED,exact,100.0
INE523L,Nuvama Wealth And Investment Limited,NUVAMA WEALTH AND INVESTMENT LIMITED,exact,100.0
INE526R,Star Housing Finance Limited,STAR HOUSING FINANCE LIMITED,exact,100.0
INE528G,Yes Bank Limited,YES BANK LIMITED,exact,100.0
INE528S,ECL Finance Limited,ECL FINANCE LIMITED,exact,100.0
INE530B,IIFL Finance Limited,IIFL FINANCE LIMITED,exact,100.0
INE530L,Nido Home Finance Limited,NIDO HOME FINANCE LIMITED,exact,100.0
INE531L,South West Mining Limited,SOUTH-WEST MINING LIMITED,exact,100.0
INE531W,Suyog Logistics Park Private Limited,SUYOG LOGISTICS PARK PRIVATE LIMITED,exact,100.0
INE532F,Edelweiss Financial Services Limited,EDELWEISS FINANCIAL SERVICES LIMITED,exact,100.0
INE532X,Aditya Infotech Limited,ADITYA INFOTECH PRIVATE LIMITED,exact,100.0
INE535H,SMFG India Credit Company Limited,SMFG INDIA CREDIT COMPANY LIMITED,exact,100.0
INE535N,Haryana Vidyut Prasaran Nigam Limited,HARYANA VIDYUT PRASARAN NIGAM LIMITED,exact,100.0
INE537N,SEI Solar Power Gujarat Private Limited,SEI SOLAR POWER GUJARAT PVT LTD,exact,100.0
INE537P,India Infradebt Limited,INDIA INFRADEBT LIMITED,exact,100.0
INE538L,AADHAR HOUSING FINANCE LIMITED,AADHAR HOUSING FINANCE LIMITED,exact,100.0
INE539K,Credila Financial Services Limited,CREDILA FINANCIAL SERVICES LIMITED,exact,100.0
INE539V,Celestial Solar Solutions Private Limited,CELESTIAL SOLAR SOLUTIONS PRIVATE LIMITED,exact,100.0
INE540P,U.P. Power Corporation Limited,U.P. POWER CORPORATION LIMITED,exact,100.0
INE541T,RUNWAL REAL ESTATES PRIVATE LIMITED,RUNWAL REAL ESTATES PRIVATE LIMITED,exact,100.0
INE542W,KPI Green Energy Limited,KPI GREEN ENERGY LIMITED,exact,100.0
INE544T,Focal Renewable Energy Two India Pvt Ltd,FOCAL RENEWABLE ENERGY TWO INDIA PVT LTD,exact,100.0
INE545L,Mangal Credit And Fincorp Limited,MANGAL CREDIT AND FINCORP LIMITED,exact,100.0
INE549A,Hindustan Construction Company Limited,HINDUSTAN CONSTRUCTION COMPANY LIMITED,exact,100.0
INE549H,Anand Rathi Share and Stock Brokers Limited,ANAND RATHI SHARE AND STOCK BROKERS LIMITED,exact,100.0
INE549K,Muthoot Fincorp Limited,MUTHOOT FINCORP LIMITED,exact,100.0
INE550H,Supreme Infrastructure India Ltd,SUPREME INFRASTRUCTURE INDIA LIMITED,exact,100.0
INE551U,Samunnati Finance Private Limited,SAMUNNATI FINANCE PRIVATE LIMITED,exact,100.0
INE551W,Ujjivan Small Finance Bank Limited,UJJIVAN SMALL FINANCE BANK LIMITED,exact,100.0
