isin_prefix,company_name,nsdl_issuer,match_method,score
INE103A,Mangalore Refinery and Petrochemicals Limited,MANGALORE REFINERY AND PETROCHEMICALS LIMITED,exact,100.0
INE103C,SMC Global Securities Ltd.,SMC GLOBAL SECURITIES LIMITED,exact,100.0
INE103D,Bharat Sanchar Nigam Limited,BHARAT SANCHAR NIGAM LIMITED,exact,100.0
INE103Q,Associated Broadcasting Company Pvt Ltd,ASSOCIATED BROADCASTING COMPANY PRIVATE LTD.,exact,100.0
INE105A,TVS Holdings Limited,TVS HOLDINGS LIMITED,exact,100.0
INE105I,SEL Manufacturing Company Limited,SEL MANUFACTURING COMPANY LIMITED,exact,100.0
INE105N,Oriental Nagpur Betul Highway Limited,ORIENTAL NAGPUR BETUL HIGHWAY LIMITED,exact,100.0
INE105U,Haldia Petrochemicals Limited,HALDIA PETROCHEMICALS LIMITED,exact,100.0
INE108V,Awfis Space Solutions Limited (Formerly Awfis Space Solutions Private Limited),AWFIS SPACE SOLUTIONS LIMITED,exact,100.0
INE109C,Arman Financial Services Limited,ARMAN FINANCIAL SERVICES LIMITED,exact,100.0
INE10A7,Respo Financial Capital Private Limited,RESPO FINANCIAL CAPITAL PRIVATE LIMITED,exact,100.0
INE10AV,Pacifica (India) Projects Private Limited,PACIFICA (INDIA) PROJECTS PRIVATE LIMITED,exact,100.0
INE10P8,S Gupta Homes Private Limited,S GUPTA HOMES PRIVATE LIMITED,exact,100.0
INE10R3,LUXON MOTORS PRIVATE LIMITED,LUXON MOTORS PRIVATE LIMITED,exact,100.0
INE10YJ,Adamas Builders Private Limited,ADAMAS BUILDERS PRIVATE LIMITED,exact,100.0
INE110Y,Impresario Entertainment and Hospitality Private Limited,IMPRESARIO ENTERTAINMENT AND HOSPITALITY PRIVATE LIMITED,exact,100.0
INE112A,Union Bank of India,UNION BANK OF INDIA,exact,100.0
INE114M,Srinagar Banihal Expressway Ltd,SRINAGAR BANIHAL EXPRESSWAY LIMITED,exact,100.0
INE115A,LIC Housing Finance Limited,LIC HOUSING FINANCE LTD,exact,100.0
INE115V,Solarcraft Mahasolar Private Limited,SOLARCRAFT MAHASOLAR PRIVATE LIMITED,exact,100.0
INE116K,CSJ Infrastructure Private Limited,CSJ INFRASTRUCTURE PRIVATE LIMITED,exact,100.0
INE116O,Bothe Windfarm Development Private Limited,BOTHE WINDFARM DEVELOPMENT PRIVATE LIMITED,exact,100.0
INE117E,Ahmedabad Municipal Corporation,AHMEDABAD MUNICIPAL CORPORATION,exact,100.0
INE118D,Nuvoco Vistas Corporation Limited,NUVOCO VISTAS CORPORATION LIMITED,exact,100.0
INE119J,Care Health Insurance Limited,CARE HEALTH INSURANCE LIMITED,exact,100.0
INE119L,Bangalore Airport Hotel Limited,BANGALORE AIRPORT HOTEL LIMITED,exact,100.0
INE119V,Union Buildmart Private Limited,UNION BUILDMART PRIVATE LIMITED,exact,100.0
INE11EJ,Brain Builder Era Foundation,BRAIN BUILDER ERA FOUNDATION,exact,100.0
INE11NE,Solalite Power Private Limited,SOLALITE POWER PRIVATE LIMITED,exact,100.0
INE11RT,WORTGAGE FINANCE PRIVATE LIMITED,WORTGAGE FINANCE PRIVATE LIMITED,exact,100.0
INE121A,Cholamandalam Investment and Finance Company Limited,CHOLAMANDALAM INVESTMENT AND FINANCE COMPANY LIMITED,exact,100.0
INE121E,JSW Energy Limited,JSW ENERGY LIMITED,exact,100.0
INE121H,IL&FS Financial Services Limited,IL&FS FINANCIAL SERVICES LIMITED,exact,100.0
INE123Z,Frontier Warehousing Limited,FRONTIER WAREHOUSING LIMITED,exact,100.0
INE124N,SK Finance Limited,SK FINANCE LIMITED,exact,100.0
INE124R,SEI Suryalabh Private Limited,SEI SURYALABH PRIVATE LIMITED,exact,100.0
INE124W,Solarcraft Babadham Private Limited (Formerly Acme Babadham Solar Power Private Limited),SOLARCRAFT BABADHAM PRIVATE LIMITED,exact,100.0
INE124X,HCY Industrial Parks Private Limited,HCY INDUSTRIAL PARKS PRIVATE LIMITED,exact,100.0
INE125T,Varthana Finance Private Limited (erstwhile Thirumeni Finance Private Limited),VARTHANA FINANCE PRIVATE LIMITED,exact,100.0
INE125W,Solarcraft Kaithal Private Limited (Formerly ACME Kaithal Solar Power Private Limited),SOLARCRAFT KAITHAL PRIVATE LIMITED,exact,100.0
INE126R,SEI Sitara Private Limited,SEI SITARA PRIVATE LIMITED,exact,100.0
INE126W,Solarcraft Koppal Private Limited (Formerly Acme Koppal Solar Energy Private Limited),SOLARCRAFT KOPPAL PRIVATE LIMITED,exact,100.0
INE127K,Nomura Fixed Income Securities Limited,NOMURA FIXED INCOME SECURITIES LIMITED,exact,100.0
INE127V,Parampujya Solar Energy Limited,PARAMPUJYA SOLAR ENERGY PRIVATE LIMITED,exact,100.0
INE127W,Solarcraft Vijayapura Private Limited (Formerly ACME Vijaypura Solar Energy Private Limited),SOLARCRAFT VIJAYAPURA PRIVATE LIMITED,exact,100.0
INE128M,L&T Metro Rail (Hyderabad) Limited,L&T METRO RAIL (HYDERABAD) LIMITED,exact,100.0
INE128S,Five-Star Business Finance Limited,FIVE-STAR BUSINESS FINANCE LIMITED,exact,100.0
INE129A,GAIL (India) Limited,GAIL (INDIA) LIMITED,exact,100.0
INE12J2,Malabar Commercial Plaza Private Limited,MALABAR COMMERCIAL PLAZA PRIVATE LIMITED,exact,100.0
INE12KF,Jain Resource Recycling Limited,JAIN RESOURCE RECYCLING PRIVATE LIMITED,exact,100.0
INE12P8,Sheel Oil And Fats Private Limited,SHEEL OIL & FATS PRIVATE LIMITED,exact,100.0
INE12VA,Branch International Financial Services Private Limited,BRANCH INTERNATIONAL FINANCIAL SERVICES PRIVATE LIMITED,exact,100.0
INE12W7,Ecobox Industrials Asset I Private Limited,ECOBOX INDUSTRIALS ASSET I PRIVATE LIMITED,exact,100.0
INE12W8,Indospace Chittoor II Private Limited,INDOSPACE CHITTOOR II PRIVATE LIMITED,exact,100.0
INE12WW,Indospace Chittoor Private Limited,INDOSPACE CHITTOOR PRIVATE LIMITED,exact,100.0
INE130C,Revent Precision Engineering Limited,REVENT PRECISION ENGINEERING LIMITED,exact,100.0
INE130X,Antariksh Warehousing and Logistics Parks Private Limited,ANTARIKSH WAREHOUSING AND LOGISTIC PARKS PRIVATE LIMITED,fuzzy,98.6
INE134E,Power Finance Corporation Ltd.,POWER FINANCE CORPORATION LIMITED,exact,100.0
INE134Y,Ranastalam Anandapuram Road Limited,RANASTALAM ANANDAPURAM ROAD LIMITED,exact,100.0
INE136S,Neogen Chemicals Limited,NEOGEN CHEMICALS LIMITED,exact,100.0
INE136W,DAKSHIN ODISHA URJA PRIVATE LIMITED,DAKSHIN ODISHA URJA PRIVATE LIMITED,exact,100.0
INE137K,HPCL-Mittal Energy Limited,HPCL-MITTAL ENERGY LIMITED,exact,100.0
INE139F,Konkan Railway Corporation Limited,KONKAN RAILWAY CORPORATION LIMITED,exact,100.0
INE139R,Fusion Finance Limited,FUSION FINANCE LIMITED,exact,100.0
INE13R4,Sidhe Petrochemicals Private Limited,SIDHE PETROCHEMICALS PRIVATE LIMITED,exact,100.0
INE140A,Piramal Finance Limited (formerly Piramal Capital & Housing Finance Limited),PIRAMAL FINANCE LIMITED,exact,100.0
INE140W,UP Koraun Urja Private Limited,UP KORAUN URJA PRIVATE LIMITED,exact,100.0
INE141W,UP MEHRAUNI I URJA PRIVATE LIMITED,UP MEHRAUNI - I URJA PRIVATE LIMITED,exact,100.0
INE142W,UP MEHRAUNI - II URJA PRIVATE LIMITED,UP MEHRAUNI - II URJA PRIVATE LIMITED,exact,100.0
INE143W,UP SARILA URJA PRIVATE LIMITED,UP SARILA URJA PRIVATE LIMITED,exact,100.0
INE144W,VENTO POWER & ENERGY LIMITED,VENTO POWER & ENERGY LIMITED,exact,100.0
INE145M,Baharampore-Farakka Highways Limited,BAHARAMPORE-FARAKKA HIGHWAYS LIMITED,exact,100.0
INE145N,Qube Cinema Technologies Private Limited,QUBE CINEMA TECHNOLOGIES PRIVATE LIMITED,exact,100.0
INE145W,Vento Power Projects Private Limited,VENTO POWER PROJECTS PRIVATE LIMITED,exact,100.0
INE146O,Hinduja Leyland Finance Limited,HINDUJA LEYLAND FINANCE LIMITED,exact,100.0
INE146W,FLEXIRURAL URJA JALGAON LIMITED,FLEXIRURAL URJA JALGAON LIMITED,exact,100.0
INE147A,Southern Petrochemical Industries Corporation Limited,SOUTHERN PETROCHEMICAL INDUSTRIES CORPORATION LIMITED,exact,100.0
INE147X,ELEVATE CAMPUSES LIMITED (Formerly Good Host Spaces Private Limited),ELEVATE CAMPUSES LIMITED,exact,100.0
INE148I,Sammaan Capital Limited,SAMMAAN CAPITAL LIMITED,exact,100.0
INE148N,Shyam Steel Industries Limited,SHYAM STEEL INDUSTRIES LIMITED,exact,100.0
INE148T,Casa Grande Civil Engineering Private Limited,CASA GRANDE CIVIL ENGINEERING PRIVATE LIMITED,exact,100.0
INE149V,Mytrah Agriya Power Private Limited,MYTRAH AGRIYA POWER PRIVATE LIMITED,exact,100.0
INE14AU,White Bus Transit Private Limited,WHITE BUS TRANSIT PRIVATE LIMITED,exact,100.0
INE14LE,Aditya Birla Lifestyle Brands Limited,ADITYA BIRLA LIFESTYLE BRANDS LIMITED,exact,100.0
INE14O9,Pigott Developers Pvt Ltd,PIGOTT DEVELOPERS PRIVATE LIMITED,exact,100.0
INE14OA,PIGOTT REALTY PRIVATE LIMITED,PIGOTT REALTY PRIVATE LIMITED,exact,100.0
INE14XS,Veolia India Private Limited,VEOLIA INDIA PRIVATE LIMITED,exact,100.0
INE151A,Tata Communications Limited,TATA COMMUNICATIONS LIMITED,exact,100.0
INE152D,Numaligarh Refinery Limited,NUMALIGARH REFINERY LTD,exact,100.0
INE153A,Mahanagar Telephone Nigam Limited,MAHANAGAR TELEPHONE NIGAM LIMITED,exact,100.0
INE153X,IndoSpace Park Chakan 1 Phase 2A Private limited(Erstwhile Rohan Realtors (Pune) Private Limited),INDOSPACE PARK CHAKAN 1 PHASE 2A PRIVATE LIMITED,exact,100.0
INE154W,Amplus Power Solutions Private Limited,AMPLUS POWER SOLUTIONS PRIVATE LIMITED,exact,100.0
INE154X,IndoSpace Park Chakan 1 Phase 2B Private Limited(Erstwhile Rohan Cityscape Private Limited),INDOSPACE PARK CHAKAN 1 PHASE 2B PRIVATE LIMITED,exact,100.0
INE155A,Tata Motors Passenger Vehicles Limited,TATA MOTORS PASSENGER VEHICLES LIMITED,exact,100.0
INE155V,Adani Green Energy (UP) Limited,ADANI GREEN ENERGY (UP) LIMITED,exact,100.0
INE157D,Clix Capital Services Private Limited,CLIX CAPITAL SERVICES PRIVATE LIMITED,exact,100.0
INE158N,SEI Solar Energy Private Limited,SEI SOLAR ENERGY PVT LTD,exact,100.0
INE15A1,BANGALORE BP 2 PRIVATE LIMITED,BANGALORE BP 2 PRIVATE LIMITED,exact,100.0
INE15A2,BANGALORE BP 3 PRIVATE LIMITED,BANGALORE BP 3 PRIVATE LIMITED,exact,100.0
INE15LT,Juniper Green Ray Two Private Limited,JUNIPER GREEN RAY TWO PRIVATE LIMITED,exact,100.0
INE15PY,Truere Green Private Limited,TRUERE GREEN PRIVATE LIMITED,exact,100.0
INE15PZ,Truere Social Private Limited,TRUERE SOCIAL PRIVATE LIMITED,exact,100.0
INE15WA,WOLP II Warehouse VA Private Limited,WOLP II WAREHOUSE VA PRIVATE LIMITED,exact,100.0
INE15WB,Wolp II Warehouse VIA Pvt Ltd,WOLP II WAREHOUSE VIA PRIVATE LIMITED,exact,100.0
INE160A,Punjab National Bank,PUNJAB NATIONAL BANK,exact,100.0
INE161J,BILT Graphic Paper Products Limited,BILT GRAPHIC PAPER PRODUCTS LTD,exact,100.0
INE163N,ONGC Petro additions Limited,ONGC PETRO ADDITIONS LIMITED,exact,100.0
INE163R,NRSS XXXI (B) Transmission Limited,NRSS XXXI (B) TRANSMISSION LIMITED,exact,100.0
INE164Y,Dewas Bypass Tollway Private Limited,DEWAS BYPASS TOLLWAY PRIVATE LIMITED,exact,100.0
INE165U,NABKISAN Finance Limited,NABKISAN FINANCE LIMITED,exact,100.0
INE168A,The Jammu and Kashmir Bank Limited,THE JAMMU AND KASHMIR BANK LIMITED,exact,100.0
INE168R,Alliance Infrastructure Projects Private Limited,ALLIANCE INFRASTRUCTURE PROJECTS PRIVATE LIMITED,exact,100.0
INE168X,National Insurance Co. Limited.,NATIONAL INSURANCE COMPANY LIMITED,exact,100.0
INE169L,Arliga Azure Projects Private Limited,ARLIGA AZURE PROJECTS PRIVATE LIMITED,exact,100.0
INE169M,Shiga Energy Private Limited,SHIGA ENERGY PRIVATE LIMITED,exact,100.0
INE16IT,Praviz Developers Private Limited,PRAVIZ DEVELOPERS PRIVATE LIMITED,exact,100.0
INE16OZ,Lulu Financial Services (India) Private Limited,LULU FINANCIAL SERVICES (INDIA) PRIVATE LIMITED,exact,100.0
INE171A,The Federal Bank Limited,THE FEDERAL BANK LIMITED,exact,100.0
INE175A,Jain Irrigation Systems Limited,JAIN IRRIGATION SYSTEMS LIMITED,exact,100.0
INE1781,Adage Automation Private Limited,ADAGE AUTOMATION PRIVATE LIMITED,exact,100.0
INE179P,Dvara Kshetriya Gramin Financial Services Private Limited,DVARA KSHETRIYA GRAMIN FINANCIAL SERVICES PRIVATE LIMITED,exact,100.0
INE179W,MH Parbhani Power Private Limited,MH PARBHANI POWER PRIVATE LIMITED,exact,100.0
INE17K1,Vagishwari Land Developers Private Limited,VAGISHWARI LAND DEVELOPERS PRIVATE LIMITED,exact,100.0
INE17P6,Arliga 45Icon Business Parks Private Limited,ARLIGA 45ICON BUSINESS PARKS PRIVATE LIMITED,exact,100.0
INE17U5,AMBALE INDUSTRIAL AND LOGISTICS PARKS PRIVATE LIMITED,AMBALE INDUSTRIAL AND LOGISTICS PARKS PRIVATE LIMITED,exact,100.0
INE17UQ,Kalra Overseas & Precision Engineering Limited,KALRA OVERSEAS & PRECISION ENGINEERING LIMITED,exact,100.0
INE17VI,Twenty First Century Mining Private Limited,TWENTY FIRST CENTURY MINING PRIVATE LIMITED,exact,100.0
INE180C,Capri Global Capital Limited,CAPRI GLOBAL CAPITAL LIMITED,exact,100.0
INE183W,IRB Invit Fund,IRB INVIT FUND,exact,100.0
INE1863,Chinnambedu Industrial and Logistics Parks Private Limited,CHINNAMBEDU INDUSTRIAL AND LOGISTICS PARKS PRIVATE LIMITED,exact,100.0
INE186K,DLF Cyber City Developers Limited,DLF CYBER CITY DEVELOPERS LTD,exact,100.0
INE187W,VENTO POWER PRIVATE LIMITED,VENTO POWER PRIVATE LIMITED,exact,100.0
INE18MJ,LI Industrial Parks Private Limited,LI INDUSTRIAL PARKS PRIVATE LIMITED,exact,100.0
INE18UV,Bajaj Auto Credit Limited,BAJAJ AUTO CREDIT LIMITED,exact,100.0
INE191B,Welspun Corp Limited,WELSPUN CORP LIMITED,exact,100.0
INE192U,Kogta Financial India Limited,KOGTA FINANCIAL (INDIA) LIMITED,exact,100.0
INE195Q,Bhanuenergy Industrial Development Limited,BHANUENERGY INDUSTRIAL DEVELOPMENT LIMITED,exact,100.0
INE196P,360 ONE Portfolio Managers Limited,360 ONE PORTFOLIO MANAGERS LIMITED,exact,100.0
INE198I,Provenance Land Private Limited,PROVENANCE LAND PVT LTD,exact,100.0
INE198M,Quadron Business Park Private Limited,QUADRON BUSINESS PARK PRIVATE LIMITED,exact,100.0
INE198W,Vento Energy Infra Limited(Formerly Vento Energy Infra Private Limited),VENTO ENERGY INFRA LIMITED,exact,100.0
INE19A2,Arliga Ecoworld Business Parks Private Limited,ARLIGA ECOWORLD BUSINESS PARKS PRIVATE LIMITED,exact,100.0
INE19J8,Shri Varadaraja Industrial and Logistics Park Private Limited,SHRI VARADARAJA INDUSTRIAL AND LOGISTICS PARK PRIVATE LIMITED,exact,100.0
INE19W2,BN Peak Power -1 Private Limited,BN PEAK POWER-1 PRIVATE LIMITED,exact,100.0
INE1A4Z,Farmson Basic Drugs Private Limited,FARMSON BASIC DRUGS PRIVATE LIMITED,exact,100.0
INE1BAJ,Shri Kamakshi Logicity Private Limited,SHRI KAMAKSHI LOGICITY PRIVATE LIMITED,exact,100.0
INE1BC0,Sadbhav Futuretech Limited,SADBHAV FUTURETECH LIMITED,exact,100.0
INE1BEC,Gaursons India Private Limited,GAURSONS  INDIA PRIVATE LIMITED,exact,100.0
INE1C2S,WOLP II Tauru Private Limited,WOLP II TAURU PRIVATE LIMITED,exact,100.0
INE1C32,Telangana State Industrial Infrastructure Corporation Limited,TELANGANA STATE INDUSTRIAL INFRASTRUCTURE CORPORATION LIMITED,exact,100.0
INE1CMS,Pinnacle Biomed Private Limited,PINNACLE BIOMED PRIVATE LIMITED,exact,100.0
INE1CUT,Hiveloop Capital Private Limited,HIVELOOP CAPITAL PRIVATE LIMITED,exact,100.0
INE1CVN,PUNE BP DEVELOPMENT PRIVATE LIMITED,PUNE BP DEVELOPMENT PRIVATE LIMITED,exact,100.0
INE1CWS,JSW UAV Limited,JSW UAV LIMITED,exact,100.0
INE1D4O,Jubilant Beverages Limited,JUBILANT BEVERAGES LIMITED,exact,100.0
INE1DHF,CONNECTIVE INDUSTRIAL AND LOGISTICS PARKS PRIVATE LIMITED,CONNECTIVE INDUSTRIAL AND LOGISTICS PARKS PRIVATE LIMITED,exact,100.0
INE1E7C,VAF AERO SYSTEMS PRIVATE LIMITED,VAF AERO SYSTEMS PRIVATE LIMITED,exact,100.0
INE1ED6,Touax Texmaco Railcar Leasing Private Limited,TOUAX TEXMACO RAILCAR LEASING PRIVATE LIMITED,exact,100.0
INE1ETR,Leela BKC Holdings Private Limited,LEELA BKC HOLDINGS PRIVATE LIMITED,exact,100.0
INE1FBH,Ashoka Distillers and Chemicals Private Limited,ASHOKA DISTILLERS AND CHEMICALS PRIVATE LIMITED,exact,100.0
INE1FDW,Ceres Hotels Private Limited,CERES HOTELS PRIVATE LIMITED,exact,100.0
INE1FX4,Buildcast Solutions Private Limited,BUILDCAST SOLUTIONS PRIVATE LIMITED,exact,100.0
INE1G75,Amica Finance Private Limited,AMICA FINANCE PRIVATE LIMITED,exact,100.0
INE1GRE,TN THANGAMAALIGAI PRIVATE LIMITED (Formerly TN Thangamaaligai Limited Liability Partnership),TN THANGAMAALIGAI PRIVATE LIMITED,exact,100.0
INE1GXK,Experion Developers Private Limited,EXPERION DEVELOPERS PRIVATE LIMITED,exact,100.0
INE1HCO,Bear House Clothing Private Limited,BEAR HOUSE CLOTHING PRIVATE LIMITED,exact,100.0
INE1HQN,Reliance New Energy Battery Limited,RELIANCE NEW ENERGY BATTERY LIMITED,exact,100.0
INE1HRN,MAHAPRABHU PROJECTS PRIVATE LIMITED,MAHAPRABHU PROJECTS PRIVATE LIMITED,exact,100.0
INE1I47,Junobo Hotels Private Limited,JUNOBO HOTELS PRIVATE LIMITED,exact,100.0
INE1ICF,Truere Ocean Private Limited,TRUERE OCEAN PRIVATE LIMITED,exact,100.0
INE1J5H,2Getherments Infra Private Limited,2GETHERMENTS INFRA PRIVATE LIMITED,exact,100.0
INE1J8D,Goma Engineering Private Limited,GOMA ENGINEERING PVT LTD,exact,100.0
INE1JAR,Knowledge Realty Trust,KNOWLEDGE REALTY TRUST,exact,100.0
INE1JN9,Noel Media and Advertising Private Limited,NOEL MEDIA & ADVERTISING PRIVATE LIMITED,exact,100.0
INE1JNA,Swelect Green Energy Solutions Private Limited,SWELECT GREEN ENERGY SOLUTIONS PRIVATE LIMITED,exact,100.0
INE1JNC,TVS Infrastructure Trust,TVS INFRASTRUCTURE TRUST,exact,100.0
INE1KOM,HRP Green Power Private Limited,HRP GREEN POWER PRIVATE LIMITED,exact,100.0
INE1LGZ,QBURST SOFTWARE SERVICES PRIVATE LIMITED,QBURST SOFTWARE SERVICES PRIVATE LIMITED,exact,100.0
INE1LJU,DRAS Engineering Private Limited,DRAS ENGINEERING PRIVATE LIMITED,exact,100.0
INE1LPG,Renfra Energy India Private Limited,RENFRA ENERGY INDIA LIMITED,exact,100.0
INE1MPM,NORTHERN GOLD COLLECTIONS PRIVATE LIMITED (FORMERLY NORTHERN GOLD COLLECTIONS LLP),NORTHERN GOLD COLLECTIONS PRIVATE LIMITED,exact,100.0
INE1MXH,Truere Mountain Private Limited,TRUERE MOUNTAIN PRIVATE LIMITED,exact,100.0
INE1N2P,Agra Nagar Nigam,AGRA NAGAR NIGAM,exact,100.0
INE1N7T,ILV West Warehousing Parks Private Limited,ILV WEST WAREHOUSING PARKS PRIVATE LIMITED,exact,100.0
INE1NLN,VPW Warehousing Private Limited,VPW WAREHOUSING PRIVATE LIMITED,exact,100.0
INE1NT9,Gandhinagar Municipal Corporation,GANDHINAGAR MUNICIPAL CORPORATION,exact,100.0
INE1OK9,Nagar Nigam Varanasi,VARANASI NAGAR NIGAM,fuzzy,100.0
INE1PVQ,Saatvik Solar Industries Private Limited,SAATVIK SOLAR INDUSTRIES PRIVATE LIMITED,exact,100.0
INE1QL5,Prayagraj Nagar Nigam,PRAYAGRAJ NAGAR NIGAM,exact,100.0
INE1QRH,Navia Three Power Private Limited,NAVIA THREE POWER PRIVATE LIMITED,exact,100.0
INE1QWF,GREAVES FINANCE LIMITED,GREAVES FINANCE LIMITED,exact,100.0
INE1SAF,TRANSVOLT ETS ONE PRIVATE LIMITED,TRANSVOLT ETS ONE PRIVATE LIMITED,exact,100.0
INE1SKA,Greater Chennai Corporation,GREATER CHENNAI CORPORATION,exact,100.0
INE1TAE,Tata Motors Limited,TATA MOTORS LIMITED,exact,100.0
INE1U58,Navia Two Power Private Limited,NAVIA TWO POWER PRIVATE LIMITED,exact,100.0
INE1UGW,Meenakshi Agro And Flour Mill Private Limited,MEENAKSHI AGRO AND FLOUR MILL PRIVATE LIMITED,exact,100.0
INE1VO0,Sungaze Power Private Limited,SUNGLAZE POWER PRIVATE LIMITED,fuzzy,96.3
INE1VWC,Aravali Smart Grid Private Limited,ARAVALI SMART GRID PRIVATE LIMITED,exact,100.0
INE1VXE,STL Networks Limited,STL NETWORKS LIMITED,exact,100.0
INE1W9H,Transvolt Logistics Private Limited,TRANSVOLT LOGISTICS PRIVATE LIMITED,exact,100.0
INE1X2G,Patson Steels Private Limited,PATSON STEELS PRIVATE LIMITED,exact,100.0
INE1XLQ,Pro-zeal Green Power Five Private Limited,PRO-ZEAL GREEN POWER FIVE PRIVATE LIMITED,exact,100.0
INE1XLZ,Pro-zeal Green Power Four Private Limited,PRO-ZEAL GREEN POWER FOUR PRIVATE LIMITED,exact,100.0
INE1XM0,Pro-zeal Green Power Three Private Limited,PRO-ZEAL GREEN POWER THREE PRIVATE LIMITED,exact,100.0
INE1XN7,Nyati Hotels And Resorts Private Limited,NYATI HOTELS AND RESORTS PRIVATE LIMITED,exact,100.0
INE1Y05,Omega Bright Steel Private Limited,OMEGA BRIGHT STEEL PRIVATE LIMITED,exact,100.0
INE1Y39,Singularity Creditworld Private Limited,SINGULARITY CREDITWORLD PRIVATE LIMITED,exact,100.0
INE1YOE,South City Projects (Kolkata) Limited,SOUTH CITY PROJECTS (KOLKATA) LTD.,exact,100.0
INE1Z9Q,RAMKY SUSTAINABILITY SOLUTIONS PRIVATE LIMITED,RAMKY SUSTAINABILITY SOLUTIONS PRIVATE LIMITED,exact,100.0
INE1ZH9,Power of One Logistics Park Private Limited,POWER OF ONE LOGISTICS PARK PRIVATE LIMITED,exact,100.0
INE1ZHX,Topline Logistics Park Private Limited,TOPLINE LOGISTICS PARK PRIVATE LIMITED,exact,100.0
INE200W,Kinara Capital Private Limited,KINARA CAPITAL PRIVATE LIMITED,exact,100.0
INE201P,G R Infraprojects Limited,G R INFRAPROJECTS LIMITED,exact,100.0
INE202B,Piramal Finance Limited (formerly Piramal Capital & Housing Finance Limited),PIRAMAL FINANCE LIMITED,exact,100.0
INE202E,Indian Renewable Energy Development Agency Limited,INDIAN RENEWABLE ENERGY DEVELOPMENT AGENCY LIMITED,exact,100.0
INE205A,Vedanta Aluminium Metal Limited,VEDANTA ALUMINIUM METAL LIMITED,exact,100.0
INE206D,Nuclear Power Corporation of India Limited,NUCLEAR POWER CORPORATION OF INDIA LIMITED,exact,100.0
INE206M,Fortis Hospitals Limited,FORTIS HOSPITALS LIMITED,exact,100.0
INE207O,PNB MetLife India Insurance Company Limited,PNB METLIFE INDIA INSURANCE COMPANY LIMITED,exact,100.0
INE208A,Ashok Leyland Limited,ASHOK LEYLAND LIMITED,exact,100.0
INE20GB,DOHALE RUBY PRIVATE LIMITED,DOHALE RUBY PRIVATE LIMITED,exact,100.0
INE210R,Runwal Residency Private Limited,RUNWAL RESIDENCY PRIVATE LIMITED,exact,100.0
INE213A,Oil and Natural Gas Corporation Limited,OIL AND NATURAL GAS CORPORATION LIMITED,exact,100.0
INE213W,SMFG India Home Finance Company Limited,SMFG INDIA HOME FINANCE COMPANY LIMITED,exact,100.0
INE216P,Aavas Financiers Limited,AAVAS FINANCIERS LIMITED,exact,100.0
INE217A,Zuari Industries Limited,ZUARI INDUSTRIES LIMITED,exact,100.0
INE217T,Suruchi Properties Private Limited,SURUCHI PROPERTIES PRIVATE LIMITED,exact,100.0
INE219X,IndiGrid Infrastructure Trust,INDIGRID INFRASTRUCTURE TRUST,exact,100.0
INE21PZ,CLOUDNEO HIGHWAYS PRIVATE LIMITED,CLOUDNEO HIGHWAYS PRIVATE LIMITED,exact,100.0
INE21SY,Karanje Emerald Logistics Park Private Limited,KARANJE EMERALD LOGISTICS PARK PRIVATE LIMITED,exact,100.0
INE220B,Kalpataru Projects International Limited,KALPATARU PROJECTS INTERNATIONAL LIMITED,exact,100.0
INE220G,Jindal Stainless Limited,JINDAL STAINLESS LIMITED,exact,100.0
INE221L,Surat Hazira NH-6 Tollway Private Limited,SURAT HAZIRA NH-6 TOLLWAY PRIVATE LIMITED,exact,100.0
INE221M,Emami Agrotech Limited,EMAMI AGROTECH LIMITED,exact,100.0
INE223Y,Aliens Developers Private Limited,ALIENS DEVELOPERS PRIVATE LIMITED,exact,100.0
INE225R,HDFC ERGO General Insurance Company Limited,HDFC ERGO GENERAL INSURANCE COMPANY LIMITED,exact,100.0
INE226H,Sadbhav Engineering Limited,SADBHAV ENGINEERING LIMITED,exact,100.0
INE227H,Shriram Life Insurance Company Ltd,SHRIRAM LIFE INSURANCE COMPANY LTD,exact,100.0
INE227J,Kalpataru Limited,KALPATARU LIMITED,exact,100.0
INE229K,Essar Bulk Terminal (Salaya) Limited,ESSAR BULK TERMINAL (SALAYA) LTD.,exact,100.0
INE229M,Fabworth Promoters Private Limited,FABWORTH PROMOTERS PRIVATE LIMITED,exact,100.0
INE233A,Godrej Industries Limited,GODREJ INDUSTRIES LIMITED,exact,100.0
INE234P,Sree Jayajothi Cements Private Limited,SREE JAYAJOTHI CEMENTS PRIVATE LIMITED,exact,100.0
INE235P,L&T Finance Limited (formerly L&T Finance Holdings Limited),L&T FINANCE LIMITED,exact,100.0
INE237A,Kotak Mahindra Bank Limited,KOTAK MAHINDRA BANK LIMITED,exact,100.0
INE238A,Axis Bank Limited,AXIS BANK LIMITED,exact,100.0
INE238S,Green Infra Wind Power Generation Limited,GREEN INFRA WIND POWER GENERATION LIMITED,exact,100.0
INE241O,Edel Finance Company Limited,EDEL FINANCE COMPANY LIMITED,exact,100.0
INE242A,Indian Oil Corporation Limited,INDIAN OIL CORPORATION LIMITED,exact,100.0
INE244B,Patel Engineering Limited,PATEL ENGINEERING LIMITED,exact,100.0
INE244L,Sammaan Finserve Limited,SAMMAAN FINSERVE LIMITED,exact,100.0
INE245A,The Tata Power Company Limited,THE TATA POWER COMPANY LIMITED,exact,100.0
